review_text,rating,date,customer_type,cleaned_text,sentiment
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,2,2026-02-01,Couple,the staff was unwelcoming very disappointed with the service i would consider coming back if things improve,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-11-23,Solo,the staff was okay nothing special but met basic needs,Neutral
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-04,Couple,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay!,4,2025-10-28,Business,the food was buffet really enjoyed my stay,Positive
The room was quiet. Really enjoyed my stay!,4,2025-12-27,Group,the room was quiet really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2026-01-20,Couple,the room was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The food was delicious. Really enjoyed my stay!,4,2025-11-29,Family,the food was delicious really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-22,Family,the room was comfortable really enjoyed my stay i would consider coming back if things improve,Positive
The room was okay. Nothing special but met basic needs.,3,2025-08-16,Business,the room was okay nothing special but met basic needs,Neutral
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2025-10-12,Solo,the staff was rude very disappointed with the service i would consider coming back if things improve,Negative
The food was delicious. Really enjoyed my stay!,5,2025-06-23,Couple,the food was delicious really enjoyed my stay,Positive
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-05,Couple,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The food was tasty. Really enjoyed my stay!,5,2025-10-16,Group,the food was tasty really enjoyed my stay,Positive
The room was clean. Really enjoyed my stay!,4,2025-02-20,Solo,the room was clean really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay!,5,2025-07-06,Couple,the food was tasty really enjoyed my stay,Positive
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-24,Solo,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The food was okay. Nothing special but met basic needs.,3,2025-12-19,Solo,the food was okay nothing special but met basic needs,Neutral
The staff was unwelcoming. Very disappointed with the service.,2,2026-01-05,Couple,the staff was unwelcoming very disappointed with the service,Negative
The food was buffet. Really enjoyed my stay!,4,2025-05-22,Couple,the food was buffet really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-04,Family,the cleanliness was moldy very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-08,Solo,the cleanliness was dusty very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay!,4,2025-09-26,Solo,the cleanliness was fresh really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,2,2025-06-08,Couple,the food was expensive very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay!,5,2025-07-03,Couple,the cleanliness was fresh really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-03-11,Group,the staff was helpful really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay!,4,2025-10-28,Solo,the food was buffet really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay!,4,2025-09-03,Business,the staff was friendly really enjoyed my stay,Positive
The staff was professional. Really enjoyed my stay!,4,2025-10-06,Solo,the staff was professional really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service.,2,2025-07-25,Family,the cleanliness was moldy very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay!,5,2025-02-02,Group,the cleanliness was fresh really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs.,3,2026-01-05,Family,the room was okay nothing special but met basic needs,Neutral
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-03,Group,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dirty. Very disappointed with the service.,2,2025-04-21,Solo,the cleanliness was dirty very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-04,Business,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-06,Couple,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The food was okay. Nothing special but met basic needs.,3,2025-03-20,Business,the food was okay nothing special but met basic needs,Neutral
The cleanliness was okay. Nothing special but met basic needs.,3,2026-01-01,Family,the cleanliness was okay nothing special but met basic needs,Neutral
The cleanliness was moldy. Very disappointed with the service.,1,2025-11-20,Solo,the cleanliness was moldy very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-10-31,Group,the room was okay nothing special but met basic needs,Neutral
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-26,Solo,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The food was delicious. Really enjoyed my stay!,5,2025-02-20,Couple,the food was delicious really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-05,Solo,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-08,Couple,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service.,1,2025-02-27,Family,the cleanliness was dusty very disappointed with the service,Negative
The staff was slow. Very disappointed with the service.,1,2025-05-04,Family,the staff was slow very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-25,Solo,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The room was quiet. Really enjoyed my stay!,4,2025-04-27,Group,the room was quiet really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-18,Business,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The cleanliness was spotless. Really enjoyed my stay!,5,2025-07-08,Solo,the cleanliness was spotless really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-03,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-10,Group,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-06-03,Business,the cleanliness was fresh really enjoyed my stay,Positive
The room was bed. Really enjoyed my stay!,4,2025-11-07,Business,the room was bed really enjoyed my stay,Positive
The staff was slow. Very disappointed with the service.,2,2025-12-30,Group,the staff was slow very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-11-15,Family,the cleanliness was hygienic really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-15,Business,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was okay. Nothing special but met basic needs.,3,2026-02-02,Couple,the staff was okay nothing special but met basic needs,Neutral
The room was small. Very disappointed with the service.,2,2025-02-03,Group,the room was small very disappointed with the service,Negative
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-03-20,Family,the food was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The food was tasty. Really enjoyed my stay!,4,2025-08-22,Business,the food was tasty really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2026-01-22,Family,the cleanliness was fresh really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,5,2025-08-23,Family,the staff was kind really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-31,Business,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The food was limited. Very disappointed with the service.,2,2025-04-22,Group,the food was limited very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-13,Family,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was unwelcoming. Very disappointed with the service.,2,2025-07-12,Couple,the staff was unwelcoming very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-09-19,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-10-24,Group,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-19,Business,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The food was limited. Very disappointed with the service.,1,2025-01-17,Solo,the food was limited very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2026-01-03,Business,the staff was okay nothing special but met basic needs,Neutral
The food was okay. Nothing special but met basic needs.,3,2025-06-29,Business,the food was okay nothing special but met basic needs,Neutral
The food was buffet. Really enjoyed my stay!,4,2025-06-09,Couple,the food was buffet really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-01-08,Couple,the cleanliness was okay nothing special but met basic needs,Neutral
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-02-01,Solo,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dirty. Very disappointed with the service.,1,2025-06-13,Couple,the cleanliness was dirty very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay!,4,2025-12-20,Group,the food was delicious really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay!,5,2025-04-30,Couple,the food was buffet really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay!,4,2025-08-28,Couple,the room was comfortable really enjoyed my stay,Positive
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-06-26,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-02-06,Family,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-22,Couple,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-05-18,Family,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The room was bed. Really enjoyed my stay!,5,2025-04-09,Solo,the room was bed really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-28,Couple,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-07-30,Business,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-25,Couple,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The food was breakfast. Really enjoyed my stay!,4,2025-02-08,Couple,the food was breakfast really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service.,2,2025-01-19,Family,the cleanliness was dirty very disappointed with the service,Negative
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-27,Family,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dusty. Very disappointed with the service.,1,2025-01-19,Family,the cleanliness was dusty very disappointed with the service,Negative
The cleanliness was dusty. Very disappointed with the service.,1,2025-06-10,Group,the cleanliness was dusty very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay!,5,2025-12-16,Business,the food was delicious really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-07-16,Business,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was unwelcoming. Very disappointed with the service.,1,2025-02-14,Group,the staff was unwelcoming very disappointed with the service,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-25,Couple,the cleanliness was okay nothing special but met basic needs,Neutral
The room was dirty. Very disappointed with the service.,2,2025-01-29,Family,the room was dirty very disappointed with the service,Negative
The cleanliness was dirty. Very disappointed with the service.,1,2025-11-20,Group,the cleanliness was dirty very disappointed with the service,Negative
The room was bed. Really enjoyed my stay!,4,2025-03-26,Group,the room was bed really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-03-14,Couple,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-11-21,Business,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The room was dirty. Very disappointed with the service.,1,2025-10-15,Group,the room was dirty very disappointed with the service,Negative
